  step 845300 | loss 0.1085 | kl 0.0263 | val_kl 0.0319 | clus 0.4464 | sep 0.3717 | mse(diag) 0.1292 | eff_K 2000/2000 | dying 43
  step 845400 | loss 0.1119 | kl 0.0271 | val_kl 0.0318 | clus 0.4584 | sep 0.3683 | mse(diag) 0.1337 | eff_K 2000/2000 | dying 56
  step 845500 | loss 0.1029 | kl 0.0201 | val_kl 0.0309 | clus 0.4410 | sep 0.3732 | mse(diag) 0.1310 | eff_K 2000/2000 | dying 57
  step 845600 | loss 0.1064 | kl 0.0232 | val_kl 0.0321 | clus 0.4545 | sep 0.3733 | mse(diag) 0.1307 | eff_K 2000/2000 | dying 45
  step 845700 | loss 0.1102 | kl 0.0261 | val_kl 0.0310 | clus 0.4490 | sep 0.3698 | mse(diag) 0.1332 | eff_K 2000/2000 | dying 50
  step 845800 | loss 0.1078 | kl 0.0255 | val_kl 0.0303 | clus 0.4593 | sep 0.3692 | mse(diag) 0.1280 | eff_K 2000/2000 | dying 56
  step 845900 | loss 0.1055 | kl 0.0230 | val_kl 0.0317 | clus 0.4490 | sep 0.3707 | mse(diag) 0.1296 | eff_K 2000/2000 | dying 57
  step 846000 | loss 0.1084 | kl 0.0246 | val_kl 0.0309 | clus 0.4568 | sep 0.3703 | mse(diag) 0.1318 | eff_K 2000/2000 | dying 52
  [reinit] step 846000: 157 dead clusters
  step 846100 | loss 0.1067 | kl 0.0211 | val_kl 0.0328 | clus 0.4647 | sep 0.3738 | mse(diag) 0.1348 | eff_K 2000/2000 | dying 40
  step 846200 | loss 0.1060 | kl 0.0204 | val_kl 0.0330 | clus 0.4603 | sep 0.3728 | mse(diag) 0.1351 | eff_K 2000/2000 | dying 53
  step 846300 | loss 0.1026 | kl 0.0202 | val_kl 0.0321 | clus 0.4608 | sep 0.3696 | mse(diag) 0.1280 | eff_K 2000/2000 | dying 62
  step 846400 | loss 0.1033 | kl 0.0231 | val_kl 0.0319 | clus 0.4396 | sep 0.3705 | mse(diag) 0.1257 | eff_K 2000/2000 | dying 71
  step 846500 | loss 0.1020 | kl 0.0237 | val_kl 0.0313 | clus 0.4395 | sep 0.3703 | mse(diag) 0.1215 | eff_K 2000/2000 | dying 67
  step 846600 | loss 0.1127 | kl 0.0307 | val_kl 0.0321 | clus 0.4528 | sep 0.3677 | mse(diag) 0.1282 | eff_K 2000/2000 | dying 69
  step 846700 | loss 0.1043 | kl 0.0207 | val_kl 0.0304 | clus 0.4454 | sep 0.3700 | mse(diag) 0.1324 | eff_K 2000/2000 | dying 60
  step 846800 | loss 0.1020 | kl 0.0212 | val_kl 0.0314 | clus 0.4466 | sep 0.3721 | mse(diag) 0.1261 | eff_K 2000/2000 | dying 64
